modelFileName,carType,ZbyX_GroupNo,Xspan,Yspan,Zspan,XbyY,XbyZ,YbyX,YbyZ,ZbyX,ZbyY,Xmin,Xmax,Ymin,Ymax,Zmin,Zmax,countVertices,countFaces
benchi-ML500.json,SUV,2,2.16696022,1.8509788600000001,4.83458709,1.170710409950333,0.4482203298151776,0.8541822055229054,0.38286182988173245,2.2310456119032955,2.6119083229291986,-1.08348011,1.08348011,-0.9254894300000001,0.9254894300000001,-2.417293545,2.417293545,3753,5000
bieke-kaiyue.json,3x,2,2.01257347,1.45907648,4.509908759999999,1.3793474828680674,0.44625591715961904,0.7249804798430539,0.32352682895518275,2.2408666452310926,3.090933766542518,-1.006286735,1.006286735,-0.72953824,0.72953824,-2.2549543799999996,2.2549543799999996,3573,4999
fengtian-SUV-gai.json,SUV,2,2.10110001,1.7068290000000002,4.51474579,1.2309961982131776,0.46538611645729006,0.8123501936492781,0.37805650182576506,2.148753399891707,2.6451072661643313,-1.050550005,1.050550005,-0.8534145000000001,0.8534145000000001,-2.257372895,2.257372895,3994,4999
biaozhi-408.json,3x,3,2.0800029,1.49344461,4.80602722,1.3927553027895692,0.43279049509836115,0.7180012152867671,0.31074410144518494,2.3105867881241893,3.2180820017154836,-1.04000145,1.04000145,-0.746722305,0.746722305,-2.40301361,2.40301361,3936,4999
baoma-530.json,3x,3,2.14863281,1.53956047,4.98857971,1.3956144314357462,0.4307103293734882,0.7165302804810098,0.30861699311205354,2.3217460362620077,3.240262274335999,-1.074316405,1.074316405,-0.769780235,0.769780235,-2.494289855,2.494289855,3506,4999
baoma-330.json,3x,2,2.3748256,1.66861572,5.30264191,1.4232309881390783,0.44785705697407724,0.7026266349832173,0.31467629689518295,2.232855292616014,3.1778688444814605,-1.1874128,1.1874128,-0.83430786,0.83430786,-2.651320955,2.651320955,3694,4999
biyadi-tang.json,SUV,2,2.10604523,1.67994469,4.73350861,1.2536396242902497,0.4449226574872544,0.7976774031581458,0.3549047500306543,2.2475816485669684,2.8176574134711547,-1.053022615,1.053022615,-0.839972345,0.839972345,-2.366754305,2.366754305,4820,5000
fengtian-weichi-2006.json,3x,3,1.73278504,1.5104108100000002,4.27606263,1.1472276472915337,0.405229106758897,0.8716665801777699,0.35322466967702015,2.4677398126659726,2.8310593394124344,-0.86639252,0.86639252,-0.7552054050000001,0.7552054050000001,-2.138031315,2.138031315,3475,4999
fengtian-liangxiang.json,2x,3,1.9594888300000002,1.65155281,4.427451479999999,1.1864524211006005,0.44257714372513024,0.8428488005211032,0.3730256147267819,2.259493094431163,2.680781052347941,-0.9797444150000001,0.9797444150000001,-0.825776405,0.825776405,-2.2137257399999997,2.2137257399999997,3638,4999
dazhong-SUV.json,SUV,2,2.25716049,1.73801133,4.69595337,1.2987029779604486,0.4806607545168192,0.7699990043685374,0.3701083024169808,2.080469417573404,2.70191182815822,-1.128580245,1.128580245,-0.869005665,0.869005665,-2.347976685,2.347976685,3819,5000
dongfeng-DS5.json,2x,2,2.01899414,1.44489936,4.39247314,1.397325098130018,0.4596486024271967,0.7156530726731083,0.32894893467692327,2.1755749821047026,3.0399855253586656,-1.00949707,1.00949707,-0.72244968,0.72244968,-2.19623657,2.19623657,4300,4999
MG-GT-2015.json,3x,2,2.05892639,1.4970837399999999,4.54781631,1.3752913981952672,0.45272857337547123,0.7271186319584743,0.32918738092128436,2.2088289955815275,3.0377835177075667,-1.029463195,1.029463195,-0.7485418699999999,0.7485418699999999,-2.273908155,2.273908155,3768,4999
lingmu-SX4-2012.json,2x,2,2.00269272,1.58862973,4.08366409,1.2606415970825373,0.4904156355328433,0.7932468691452575,0.38902066746630964,2.039086700230278,2.5705575143680583,-1.00134636,1.00134636,-0.794314865,0.794314865,-2.041832045,2.041832045,3643,5000
036-CAR01.json,SUV,3,2.2652359,1.82600144,5.28474121,1.2405444214764694,0.42863705335535246,0.8060976960501112,0.3455233411514582,2.332976097544631,2.8941604832469356,-1.13261795,1.13261795,-0.91300072,0.91300072,-2.642370605,2.642370605,4120,5000
sikeda-jingrui.json,2x,2,1.8811526500000002,1.45154316,3.9368396000000003,1.295967424075768,0.4778331964553496,0.7716243336233238,0.36870772179796196,2.092780508801346,2.712175365147255,-0.9405763250000001,0.9405763250000001,-0.72577158,0.72577158,-1.9684198000000002,1.9684198000000002,5711,5000
fute.json,3x,3,2.06597366,1.49065109,4.946315909999999,1.3859538787175207,0.4176792783944931,0.7215247313462845,0.3013659291324966,2.394181496970295,3.3182251320797,-1.03298683,1.03298683,-0.745325545,0.745325545,-2.4731579549999996,2.4731579549999996,3248,5000
aodi-Q7-SUV.json,SUV,2,2.25270828,1.76139832,5.05412979,1.2789317750683444,0.44571634952018113,0.7819025373316425,0.34850674462002684,2.243579355068558,2.869384927084522,-1.12635414,1.12635414,-0.88069916,0.88069916,-2.527064895,2.527064895,4018,4999
bentian-fengfan.json,3x,2,1.99681396,1.43852766,4.48571563,1.3880956310565484,0.4451494755141222,0.7204114598637922,0.3206907835127302,2.246436433166763,3.1182685983250398,-0.99840698,0.99840698,-0.71926383,0.71926383,-2.242857815,2.242857815,3176,5000
lingmu-aotuo-2009.json,2x,1,1.93992768,1.44749954,3.58838836,1.3401922600956406,0.5406125216613956,0.74616159917879,0.4033843036989452,1.8497536774154386,2.479025561555619,-0.96996384,0.96996384,-0.72374977,0.72374977,-1.79419418,1.79419418,3511,4999
benchi-SUR.json,SUV,2,2.17002853,1.75837883,4.8246379,1.2341075159554782,0.44978060011508847,0.810302171464999,0.3644581969560866,2.223306206946505,2.7437989002631475,-1.085014265,1.085014265,-0.879189415,0.879189415,-2.41231895,2.41231895,3885,4999
baoma-X5.json,SUV,2,2.28249939,1.74206909,4.84787888,1.3102232300097811,0.4708243432847481,0.7632287209505015,0.35934666131757814,2.123934359518054,2.7828281368565007,-1.141249695,1.141249695,-0.871034545,0.871034545,-2.42393944,2.42393944,4112,4999
yingfeinidi-SUV.json,SUV,3,2.18312805,1.7405193300000001,4.954800410000001,1.254296928721843,0.4406086763038755,0.7972593865943869,0.3512794029981926,2.269587626799995,2.84673678976033,-1.091564025,1.091564025,-0.8702596650000001,0.8702596650000001,-2.4774002050000004,2.4774002050000004,3811,4999
supai-2016.json,3x,3,2.01403198,1.4661085900000002,4.77391266,1.3737263349640423,0.4218828712295713,0.7279470259454371,0.30710838140888824,2.370326145466667,3.25617944848137,-1.00701599,1.00701599,-0.7330542950000001,0.7330542950000001,-2.38695633,2.38695633,3885,4999
Skoda_Fabia-2011.json,SUV,2,1.8595697000000002,1.57594444,3.99363403,1.1799716111819274,0.4656334771866916,0.8474780160162858,0.3946141354369419,2.1476119072062745,2.5341210823396794,-0.9297848500000001,0.9297848500000001,-0.78797222,0.78797222,-1.996817015,1.996817015,3823,5000
haima-3.json,3x,3,1.98741005,1.4752087,4.52071075,1.3472060258321417,0.43962336010991193,0.7422769649373565,0.32632229345794794,2.274674393439844,3.0644550496482292,-0.993705025,0.993705025,-0.73760435,0.73760435,-2.260355375,2.260355375,3593,5000
